Time,Max,Min,Open,Close
2020/4/15,3829.801,3793.44,3820.851,3797.362
2020/4/16,3807.357,3774.559,3777.799,3802.381
2020/4/17,3863.452,3821.42,3831.923,3839.487
2020/4/20,3853.798,3831.553,3845.46,3853.455
2020/4/21,3838.231,3779.997,3838.231,3808.047
2020/4/22,3839.383,3782.215,3789.13,3839.383
2020/4/23,3857.471,3826.557,3851.913,3829.753
2020/4/24,3827.212,3787.071,3826.312,3796.972
2020/4/27,3842.871,3793.766,3808.017,3822.769
2020/4/28,3859.675,3768.2,3835.348,3849.147
2020/4/29,3880.744,3833.716,3837.514,3867.032
2020/4/30,3921.7,3880.409,3880.409,3912.577
2020/5/6,3937.691,3865.988,3867.259,3936.254
2020/5/7,3941.483,3915.905,3937.592,3924.895
2020/5/8,3979.663,3935.981,3942.997,3963.622
2020/5/11,3998.097,3944.504,3974.761,3960.18
2020/5/12,3970.112,3930.211,3961.343,3960.238
2020/5/13,3972.525,3932.571,3946.643,3968.253
2020/5/14,3952.199,3924.045,3952.199,3925.218
2020/5/15,3945.196,3907.402,3941.125,3912.816
2020/5/18,3946.431,3898.404,3914.66,3922.912
2020/5/19,3966.852,3944.072,3963.775,3956.25
2020/5/20,3955.715,3923.921,3955.715,3935.222
2020/5/21,3951.743,3907.579,3950.598,3913.795
2020/5/22,3907.576,3818.149,3907.576,3824.064
2020/5/25,3835.633,3800.18,3828.321,3829.325
2020/5/26,3874.748,3844.478,3850.001,3872.77
2020/5/27,3873.698,3838.425,3873.698,3845.614
2020/5/28,3885.421,3818.432,3848.489,3856.632
2020/5/29,3872.303,3830.419,3838.377,3867.023
2020/6/1,3976.315,3901.726,3901.726,3971.34
2020/6/2,3991.776,3958.977,3969.952,3983.568
2020/6/3,4018.676,3982.93,4001.171,3983.648
2020/6/4,3999.805,3968.572,3998.164,3982.185
2020/6/5,4001.251,3967.926,3988.224,4001.251
2020/6/8,4050.221,4016.102,4023.606,4021.955
2020/6/9,4052.156,4016.339,4027.561,4047.029
2020/6/10,4046.232,4024.419,4046.232,4039.705
2020/6/11,4043.012,3979.752,4031.74,3995.885
2020/6/12,4011.059,3927.249,3931.624,4003.083
2020/6/15,4007.14,3954.988,3982.967,3954.988
2020/6/16,4014.57,3987.864,3995.579,4014.57
2020/6/17,4018.609,3992.134,4018.609,4017.594
2020/6/18,4047.557,4000.901,4009.783,4044.384
2020/6/19,4109.36,4043.493,4047.048,4098.71
2020/6/22,4126.942,4088.782,4097.507,4102.046
2020/6/23,4124.725,4080.753,4098.037,4121.794
2020/6/24,4144.678,4123.358,4128.1,4138.99
2020/6/29,4137.37,4092.535,4127.935,4109.716
2020/6/30,4174.424,4129.775,4130.003,4163.964
2020/7/1,4247.784,4163.495,4172.643,4247.784
2020/7/2,4340.104,4238.116,4239.408,4335.845
2020/7/3,4419.596,4348.454,4353.194,4419.596
2020/7/6,4678.112,4465.808,4465.808,4670.095
2020/7/7,4796.316,4688.057,4739.61,4698.126
2020/7/8,4803.364,4670.65,4692.862,4774.004
2020/7/9,4854.12,4757.294,4770.077,4840.771
2020/7/10,4821.375,4734.473,4796.087,4753.133
2020/7/13,4878.077,4741.874,4742.374,4852.961
2020/7/14,4860.44,4729.926,4836.166,4806.69
2020/7/15,4837.476,4723.361,4821.516,4744.469
2020/7/16,4772.564,4513.654,4741.53,4516.253
2020/7/17,4601.373,4485.821,4524.772,4544.701
2020/7/20,4681.943,4534.231,4597.204,4680.305
2020/7/21,4714.293,4661.444,4697.503,4691.043
2020/7/22,4790.449,4675.349,4682.658,4714.445
2020/7/23,4731.4,4607.659,4668.74,4712.436
2020/7/24,4691.698,4479.393,4679.027,4505.591
2020/7/27,4558.119,4482.441,4535.005,4528.45
2020/7/28,4590.25,4537.685,4567.669,4568.258
2020/7/29,4680.558,4548.854,4559.163,4679.008
2020/7/30,4704.631,4649.768,4689.763,4656.151
2020/7/31,4741.808,4621.964,4652.182,4695.046
2020/8/3,4771.369,4720.025,4735.899,4771.311
2020/8/4,4807.078,4747.775,4778.487,4775.802
2020/8/5,4786.703,4711.272,4761.764,4777.109
2020/8/6,4791.857,4691.157,4779.238,4762.764
2020/8/7,4749.022,4637.843,4742.294,4707.926
2020/8/10,4757.663,4646.289,4681.755,4724.87
2020/8/11,4791.534,4674.864,4730.375,4681.784
2020/8/12,4681.621,4566.274,4668.89,4647.645
2020/8/13,4671.769,4626.103,4666.49,4635.713
2020/8/14,4708.071,4617.632,4627.61,4704.629
2020/8/17,4838.086,4721.359,4727.12,4815.226
2020/8/18,4825.386,4788.829,4816.57,4812.756
2020/8/19,4809.05,4738.009,4804.666,4740.678
2020/8/20,4721.436,4662.803,4708.125,4679.154
2020/8/21,4739.484,4684.81,4717.787,4718.843
2020/8/24,4769.467,4716.605,4746.404,4755.849
2020/8/25,4802.412,4746.313,4769.211,4761.951
2020/8/26,4786.425,4689.881,4761.719,4706.13
2020/8/27,4731.935,4679.362,4718.062,4731.345
2020/8/28,4850.488,4719.353,4727.292,4844.265
2020/8/31,4901.212,4816.212,4870.934,4816.215
2020/9/1,4842.135,4791.783,4803.392,4842.122
2020/9/2,4863.551,4797.52,4859.075,4843.887
2020/9/3,4877.012,4800.058,4841.502,4817.095
2020/9/4,4778.203,4726.556,4737.237,4770.219
2020/9/7,4789.303,4655.56,4759.521,4669.368
2020/9/8,4707.897,4639.053,4683.826,4694.389
2020/9/9,4645.197,4558.03,4634.247,4584.589
2020/9/10,4647.751,4572.206,4632.099,4581.978
2020/9/11,4630.884,4563.106,4572.257,4627.283
2020/9/14,4666.986,4625.988,4652.054,4651.051
2020/9/15,4691.5,4630.537,4649.447,4688.483
2020/9/16,4690.682,4638.459,4683.006,4657.358
2020/9/17,4664.949,4601.639,4642.054,4632.714
2020/9/18,4737.804,4631.705,4636.642,4737.089
2020/9/21,4752.98,4688.72,4750.748,4691.428
2020/9/22,4706.21,4622.111,4654.218,4635.761
2020/9/23,4665.96,4623.553,4639.659,4652.327
2020/9/24,4631.948,4562.209,4623.954,4563.066
2020/9/25,4599.539,4554.72,4582.482,4570.022
2020/9/28,4613.632,4571.151,4582.647,4581.909
2020/9/29,4616.677,4586.354,4608.293,4591.799
2020/9/30,4634.724,4563.411,4607.575,4587.395
2020/10/9,4695.404,4655.085,4663.61,4681.141
2020/10/12,4823.267,4704.155,4705.188,4823.158
2020/10/13,4845.919,4795.373,4812.899,4839.201
2020/10/14,4830.458,4795.907,4830.458,4807.102
2020/10/15,4833.893,4796.265,4810.782,4798.736
2020/10/16,4825.552,4765.967,4798.916,4791.676
2020/10/19,4849.605,4747.336,4823.494,4755.488
2020/10/20,4793.467,4739.458,4751.369,4793.467
2020/10/21,4801.631,4758.855,4801.631,4792.828
2020/10/22,4791.808,4725.499,4780.595,4777.985
2020/10/23,4802.456,4717.098,4775.467,4718.488
2020/10/26,4713.395,4639.302,4684.047,4691.236
2020/10/27,4708.462,4671.854,4680.137,4699.279
2020/10/28,4753.313,4685.601,4703.004,4737.272
2020/10/29,4803.032,4679.253,4683.607,4772.92
2020/10/30,4778.509,4683.472,4776.473,4695.334
2020/11/2,4738.024,4695.444,4702.746,4720.831
2020/11/3,4793.396,4734.175,4743.174,4777.561
2020/11/4,4825.464,4770.558,4781.448,4813.656
2020/11/5,4885.112,4838,4861.338,4885.112
2020/11/6,4897.63,4845.429,4897.63,4885.718
2020/11/9,4997.802,4918.861,4918.861,4981.35
2020/11/10,4995.413,4928.932,4995.413,4953.876
2020/11/11,4957.585,4901.707,4937.758,4904.898
2020/11/12,4926.342,4891.51,4916.774,4908.463
2020/11/13,4886.978,4825.758,4886.978,4856.851
2020/11/16,4904.172,4848.624,4880.958,4904.172
2020/11/17,4909.29,4865.394,4903.12,4894.786
2020/11/18,4911.088,4870.716,4889.675,4891.672
2020/11/19,4939.791,4870.201,4880.922,4927.989
2020/11/20,4947.43,4922.59,4928.222,4943.288
2020/11/23,5029.652,4940.449,4954.599,5005.027
2020/11/24,5001.061,4960.982,4997.049,4974.286
2020/11/25,5004.773,4910.7,4992.747,4910.7
2020/11/26,4925.286,4867.815,4908.321,4919.591
2020/11/27,4980.765,4917.348,4930.593,4980.765
2020/11/30,5055.192,4960.252,4994.106,4960.252
2020/12/1,5072.549,4963.13,4963.13,5067.098
2020/12/2,5090.608,5043.309,5072.976,5067.145
2020/12/3,5072.305,5033.789,5065.453,5057.06
2020/12/4,5072.387,5017.851,5049.523,5065.916
2020/12/7,5067.87,5014.609,5065.729,5022.235
2020/12/8,5043.061,4998.922,5029.106,5009.879
2020/12/9,5033.642,4942.52,5022.385,4942.699
2020/12/10,4962.743,4919.77,4931.293,4940.525
2020/12/11,4957.824,4849.355,4957.824,4889.629
2020/12/14,4937.26,4887.66,4903.627,4934.835
2020/12/15,4954.189,4904.793,4931.602,4945.1
2020/12/16,4968.856,4938.193,4957.297,4953.867
2020/12/17,5021.617,4950.371,4960.729,5017.478
2020/12/18,5027.445,4979.005,5014.321,4999.968
2020/12/21,5048.507,4969.999,4995.762,5046.84
2020/12/22,5055.135,4960.946,5034.983,4964.773
2020/12/23,5028.451,4968.151,4977.299,5007.124
2020/12/24,5033.038,4979.237,5006.005,5000.015
2020/12/25,5042.098,4973.681,4985.77,5042.014
2020/12/28,5089.345,5037.858,5042.943,5064.415
2020/12/29,5077.417,5034.308,5071.449,5042.936
2020/12/30,5113.711,5036.629,5037.985,5113.711
2020/12/31,5215.618,5122.48,5122.48,5211.289
